cancelacion,genero,jubilado,en_pareja,dependientes,meses_contrato,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_efectivo,streaming_TV,streaming_peliculas,tipo_contrato,facturacion_electronica,metodo_pago,cuenta_mensual,cuentas_total,cuentas_diarias
0,Masculino,No,Si,No,51,Si,Si,Fibra_optica,Si,Si,No,No,No,Si,un year,Si,tarjeta de credito,96.4,4911.05,0.06300653594771242
0,Masculino,No,Si,Si,30,Si,Si,DSL,Si,Si,Si,Si,No,No,mes a mes,No,cheque electronico,67.6,2000.2,0.0751111111111111
0,Femenino,No,Si,Si,64,Si,No,No,No,No,No,No,No,No,un year,No,transferencia,19.8,1336.65,0.0103125
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,Si,No,No,No,No,No,dos years,No,transferencia,80.45,5737.6,0.03724537037037037
0,Femenino,No,No,No,5,Si,Si,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,25.45,134.75,0.16966666666666666
0,Masculino,No,Si,Si,72,No,sin servicio teleonico,DSL,Si,No,Si,Si,Si,No,dos years,No,cheque por correo,48.9,3527.0,0.02263888888888889
0,Masculino,No,No,No,1,No,sin servicio teleonico,DSL,No,No,No,Si,No,No,mes a mes,No,cheque por correo,29.15,29.15,0.9716666666666666
0,Femenino,No,No,No,27,Si,No,Fibra_optica,No,No,Si,Si,No,Si,mes a mes,Si,cheque electronico,89.2,2383.6,0.11012345679012346
0,Femenino,No,Si,Si,72,Si,Si,No,No,No,No,No,No,No,dos years,Si,transferencia,24.05,1709.15,0.01113425925925926
1,Masculino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.55,69.55,2.3183333333333334
0,Masculino,No,No,No,30,Si,No,DSL,Si,No,Si,No,No,No,dos years,Si,cheque por correo,55.65,1653.85,0.06183333333333333
0,Masculino,No,Si,Si,65,Si,Si,Fibra_optica,Si,Si,Si,Si,No,No,dos years,No,tarjeta de credito,94.55,6078.75,0.04848717948717948
0,Femenino,No,Si,Si,61,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,19.75,1311.6,0.010792349726775957
0,Masculino,No,Si,Si,62,Si,Si,Fibra_optica,No,No,Si,No,Si,No,dos years,Si,tarjeta de credito,89.1,5411.65,0.04790322580645161
0,Masculino,No,Si,No,45,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,transferencia,107.75,4882.8,0.07981481481481481
1,Femenino,Si,No,No,1,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,74.2,74.2,2.4733333333333336
0,Femenino,No,Si,Si,52,Si,No,DSL,No,No,Si,No,No,No,un year,Si,transferencia,50.95,2610.65,0.03266025641025641
0,Masculino,No,Si,Si,24,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.25,439.75,0.028125
0,Femenino,No,No,No,70,No,sin servicio teleonico,DSL,Si,No,Si,Si,Si,Si,dos years,Si,transferencia,58.35,4214.25,0.027785714285714285
0,Femenino,No,Si,Si,39,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,19.85,854.8,0.016965811965811966
0,Masculino,No,No,No,42,Si,Si,No,No,No,No,No,No,No,un year,No,cheque electronico,25.05,949.85,0.01988095238095238
0,Masculino,No,No,No,20,Si,Si,DSL,No,Si,No,Si,Si,No,un year,Si,cheque electronico,68.7,1416.2,0.1145
0,Masculino,No,Si,No,72,Si,Si,Fibra_optica,Si,Si,No,Si,Si,Si,dos years,Si,tarjeta de credito,109.95,7852.4,0.050902777777777776
1,Masculino,No,Si,Si,50,Si,Si,Fibra_optica,No,Si,No,Si,Si,Si,mes a mes,No,cheque electronico,103.7,5071.05,0.06913333333333334
0,Femenino,No,Si,Si,13,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,20.85,272.35,0.05346153846153846
0,Femenino,Si,Si,Si,22,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,No,transferencia,85.35,1961.6,0.1293181818181818
0,Masculino,No,No,No,1,Si,No,DSL,No,Si,No,No,No,No,mes a mes,Si,cheque por correo,50.15,50.15,1.6716666666666666
1,Femenino,Si,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,70.15,70.15,2.3383333333333334
0,Femenino,No,Si,No,7,Si,No,DSL,Si,No,No,No,No,No,mes a mes,Si,transferencia,50.3,355.1,0.2395238095238095
0,Femenino,No,No,No,8,Si,No,DSL,Si,No,No,No,Si,No,mes a mes,Si,cheque electronico,60.0,487.75,0.25
0,Masculino,No,No,Si,8,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.35,178.7,0.08479166666666667
0,Masculino,No,Si,Si,64,Si,Si,No,No,No,No,No,No,No,dos years,Si,cheque por correo,24.8,1514.85,0.012916666666666667
0,Masculino,No,No,No,22,Si,Si,DSL,Si,Si,Si,No,No,No,mes a mes,No,cheque por correo,65.05,1427.55,0.09856060606060606
0,Femenino,No,No,No,26,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,mes a mes,Si,tarjeta de credito,50.35,1277.5,0.06455128205128205
1,Masculino,No,Si,Si,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,70.0,70.0,2.3333333333333335
0,Masculino,No,Si,No,31,Si,No,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,cheque electronico,93.8,2939.8,0.10086021505376344
0,Femenino,Si,No,No,4,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.05,91.45,0.16708333333333333
0,Femenino,No,Si,Si,48,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,20.65,1057.0,0.014340277777777776
1,Femenino,Si,Si,No,40,No,sin servicio teleonico,DSL,No,Si,No,No,Si,No,mes a mes,Si,cheque electronico,39.3,1637.4,0.032749999999999994
0,Femenino,No,Si,No,71,No,sin servicio teleonico,DSL,Si,Si,Si,Si,Si,Si,un year,No,transferencia,66.8,4689.15,0.03136150234741784
0,Femenino,No,No,No,36,Si,No,DSL,Si,Si,Si,Si,No,Si,un year,Si,cheque por correo,75.55,2680.15,0.0699537037037037
0,Masculino,No,Si,Si,1,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,No,tarjeta de credito,74.6,74.6,2.4866666666666664
1,Masculino,Si,No,No,41,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,98.4,4187.75,0.08
0,Masculino,No,No,No,21,Si,No,No,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,20.5,402.85,0.03253968253968254
1,Masculino,No,Si,Si,11,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,74.35,834.2,0.22530303030303028
0,Femenino,No,No,No,58,Si,Si,Fibra_optica,Si,No,No,No,No,No,mes a mes,Si,transferencia,79.8,4526.85,0.04586206896551724
1,Masculino,No,Si,No,12,Si,No,Fibra_optica,Si,No,No,Si,No,No,mes a mes,No,transferencia,80.85,866.45,0.22458333333333333
0,Femenino,No,No,No,29,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.35,617.35,0.02339080459770115
1,Femenino,No,Si,No,2,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,cheque electronico,104.4,242.8,1.74
0,Femenino,No,No,No,11,Si,No,DSL,Si,No,No,Si,No,No,un year,Si,cheque por correo,54.6,617.85,0.16545454545454547
1,Masculino,Si,Si,No,69,Si,Si,Fibra_optica,No,Si,No,No,Si,No,mes a mes,Si,cheque electronico,89.95,6143.15,0.043454106280193236
0,Masculino,Si,Si,Si,64,Si,Si,Fibra_optica,Si,No,Si,Si,Si,Si,dos years,Si,transferencia,111.6,7099.0,0.058124999999999996
1,Femenino,Si,Si,No,20,Si,Si,Fibra_optica,No,No,Si,No,Si,No,mes a mes,No,cheque electronico,90.8,1951.0,0.15133333333333332
1,Femenino,No,No,No,22,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,No,cheque electronico,89.25,1907.85,0.13522727272727272
0,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,43.95,43.95,1.465
0,Femenino,No,Si,Si,64,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,cheque por correo,90.6,5817.45,0.0471875
0,Femenino,No,Si,Si,39,Si,Si,No,No,No,No,No,No,No,un year,Si,cheque por correo,24.2,914.6,0.020683760683760682
0,Femenino,No,No,No,39,Si,No,DSL,No,Si,No,No,Si,No,un year,Si,tarjeta de credito,58.6,2224.5,0.05008547008547009
1,Masculino,No,No,No,48,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,tarjeta de credito,106.1,5082.8,0.07368055555555555
1,Masculino,No,No,Si,22,Si,No,Fibra_optica,No,Si,Si,No,Si,No,mes a mes,Si,cheque electronico,89.4,2001.5,0.13545454545454547
0,Femenino,No,Si,Si,24,Si,Si,DSL,Si,Si,Si,No,No,No,dos years,No,cheque electronico,64.35,1558.65,0.089375
0,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.5,19.5,0.65
1,Masculino,Si,No,No,10,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,72.85,688.65,0.24283333333333332
0,Masculino,No,No,No,8,Si,No,DSL,Si,No,Si,No,No,Si,mes a mes,Si,cheque electronico,66.7,579.0,0.2779166666666667
0,Femenino,No,Si,No,36,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,No,cheque electronico,80.4,2937.65,0.07444444444444445
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,70.5,70.5,2.35
0,Femenino,No,No,Si,16,Si,No,No,No,No,No,No,No,No,un year,Si,transferencia,19.3,360.35,0.04020833333333333
1,Femenino,No,No,No,13,Si,No,Fibra_optica,No,Si,Si,No,No,No,mes a mes,Si,cheque electronico,79.25,1111.65,0.2032051282051282
0,Masculino,No,Si,Si,7,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,44.75,333.65,0.2130952380952381
0,Femenino,No,No,No,41,Si,Si,DSL,No,No,Si,Si,No,Si,un year,Si,cheque electronico,68.6,2877.05,0.055772357723577234
0,Femenino,No,No,No,5,Si,No,No,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,20.55,96.1,0.137
0,Masculino,Si,No,No,55,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,un year,Si,transferencia,50.05,2743.45,0.03033333333333333
1,Femenino,No,Si,No,7,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,86.5,582.5,0.4119047619047619
0,Femenino,No,Si,No,72,Si,Si,No,No,No,No,No,No,No,dos years,Si,transferencia,25.25,1841.2,0.011689814814814814
0,Femenino,No,Si,No,72,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,20.5,1502.25,0.00949074074074074
0,Masculino,No,No,No,1,Si,Si,DSL,Si,Si,No,No,No,No,mes a mes,No,cheque electronico,61.15,61.15,2.038333333333333
0,Masculino,No,Si,Si,47,No,sin servicio teleonico,DSL,Si,No,Si,Si,No,No,un year,No,cheque electronico,40.3,1794.8,0.02858156028368794
0,Masculino,No,No,No,21,Si,No,No,No,No,No,No,No,No,un year,Si,cheque por correo,20.35,422.7,0.0323015873015873
0,Masculino,No,Si,Si,68,Si,No,Fibra_optica,Si,Si,No,Si,No,Si,dos years,No,transferencia,95.1,6683.4,0.04661764705882353
0,Masculino,No,Si,Si,58,Si,No,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,cheque electronico,92.85,5305.05,0.05336206896551724
0,Masculino,Si,Si,No,33,Si,Si,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,transferencia,100.6,3270.25,0.1016161616161616
0,Masculino,No,Si,Si,33,Si,No,No,No,No,No,No,No,No,un year,No,tarjeta de credito,20.1,620.55,0.020303030303030305
1,Masculino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.15,20.15,0.6716666666666666
0,Masculino,No,Si,No,56,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,No,cheque por correo,89.7,4952.95,0.053392857142857145
0,Masculino,No,Si,No,49,No,sin servicio teleonico,DSL,No,Si,No,No,Si,Si,dos years,No,tarjeta de credito,49.65,2409.9,0.03377551020408163
0,Femenino,No,No,No,68,Si,Si,Fibra_optica,Si,Si,No,Si,Si,Si,dos years,No,tarjeta de credito,110.25,7279.35,0.054044117647058826
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,Si,No,Si,Si,Si,No,dos years,Si,transferencia,98.2,7015.9,0.04546296296296296
0,Masculino,No,Si,Si,1,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,90.1,90.1,3.003333333333333
0,Masculino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,44.0,44.0,1.4666666666666666
0,Femenino,No,Si,No,67,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.65,1335.2,0.009776119402985074
0,Femenino,No,Si,No,45,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,un year,No,cheque por correo,113.3,5032.25,0.08392592592592592
0,Masculino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,tarjeta de credito,90.6,6441.85,0.041944444444444444
0,Femenino,No,Si,No,10,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.1,184.4,0.067
0,Masculino,No,No,No,59,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,20.2,1192.3,0.011412429378531073
0,Masculino,No,Si,Si,22,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,un year,Si,cheque por correo,100.05,2090.25,0.15159090909090908
0,Masculino,No,Si,No,30,Si,Si,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,49.9,1441.95,0.05544444444444444
0,Masculino,No,Si,Si,52,Si,No,DSL,Si,Si,Si,No,Si,Si,dos years,No,cheque electronico,79.2,4016.3,0.05076923076923077
0,Masculino,No,No,No,10,Si,Si,Fibra_optica,No,Si,Si,No,No,Si,mes a mes,Si,cheque electronico,95.25,1021.55,0.3175
1,Masculino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,45.3,45.3,1.51
1,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.4,20.4,0.6799999999999999
0,Masculino,No,No,No,20,Si,No,No,No,No,No,No,No,No,un year,Si,cheque por correo,19.7,415.9,0.03283333333333333
1,Femenino,Si,No,No,14,Si,Si,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,78.95,1101.85,0.1879761904761905
1,Masculino,No,No,No,16,Si,Si,Fibra_optica,No,No,No,Si,No,Si,mes a mes,Si,tarjeta de credito,89.05,1448.6,0.18552083333333333
0,Femenino,No,No,No,35,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,23.3,797.1,0.02219047619047619
0,Femenino,No,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,transferencia,90.95,6468.6,0.04210648148148148
0,Femenino,No,Si,No,65,Si,No,DSL,No,No,No,Si,Si,No,dos years,Si,tarjeta de credito,59.8,3808.2,0.030666666666666665
0,Masculino,No,Si,No,7,No,sin servicio teleonico,DSL,Si,Si,No,No,No,No,mes a mes,No,cheque por correo,34.2,256.6,0.16285714285714287
1,Femenino,Si,Si,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque electronico,46.0,46.0,1.5333333333333334
1,Femenino,Si,No,No,1,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,73.0,73.0,2.433333333333333
1,Femenino,Si,No,No,3,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,75.05,256.25,0.8338888888888889
1,Femenino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,79.75,164.5,1.3291666666666666
0,Femenino,No,Si,Si,23,Si,Si,No,No,No,No,No,No,No,dos years,Si,tarjeta de credito,25.6,514.75,0.03710144927536232
1,Femenino,No,Si,No,70,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,un year,Si,cheque electronico,109.5,7674.55,0.052142857142857144
0,Femenino,No,No,No,29,Si,Si,No,No,No,No,No,No,No,mes a mes,No,cheque electronico,25.15,702.0,0.028908045977011493
0,Femenino,No,No,No,43,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,19.65,779.25,0.015232558139534882
0,Masculino,Si,No,No,18,Si,Si,DSL,Si,Si,No,No,No,No,mes a mes,Si,tarjeta de credito,58.4,964.9,0.10814814814814815
0,Femenino,No,Si,No,71,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,25.05,1873.7,0.01176056338028169
1,Masculino,Si,Si,No,27,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,75.5,1893.95,0.09320987654320988
0,Femenino,No,No,No,9,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.05,157.65,0.07055555555555555
0,Femenino,Si,Si,No,48,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,transferencia,70.65,3545.05,0.0490625
0,Femenino,No,No,No,27,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.15,501.35,0.023641975308641972
0,Femenino,Si,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,transferencia,92.2,6474.45,0.043904761904761905
0,Femenino,No,No,No,58,Si,Si,Fibra_optica,Si,Si,Si,No,Si,Si,un year,Si,cheque electronico,107.75,6332.75,0.061925287356321836
0,Femenino,No,No,No,60,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,dos years,No,cheque electronico,104.7,6333.8,0.058166666666666665
0,Masculino,No,No,No,46,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,No,cheque electronico,108.65,4903.2,0.07873188405797102
1,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.5,20.5,0.6833333333333333
1,Masculino,No,No,No,66,Si,No,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,No,cheque electronico,99.5,6710.5,0.05025252525252525
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,81.95,81.95,2.731666666666667
0,Femenino,No,Si,Si,8,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.05,201.7,0.079375
0,Femenino,No,Si,Si,68,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,19.35,1292.65,0.009485294117647059
1,Masculino,No,No,No,18,No,sin servicio teleonico,DSL,No,Si,Si,No,No,No,mes a mes,Si,tarjeta de credito,33.5,600.0,0.062037037037037036
1,Femenino,Si,Si,No,11,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,99.55,1131.2,0.30166666666666664
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,Si,No,No,Si,No,mes a mes,No,cheque electronico,84.3,84.3,2.81
0,Femenino,No,No,No,46,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,cheque electronico,101.1,4674.4,0.07326086956521739
0,Femenino,No,No,No,8,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,20.0,141.6,0.08333333333333333
0,Masculino,No,Si,Si,9,Si,No,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,No,cheque electronico,103.1,970.45,0.38185185185185183
0,Masculino,No,Si,Si,1,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,81.05,81.05,2.7016666666666667
0,Masculino,No,Si,No,63,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,dos years,No,cheque electronico,102.6,6296.75,0.054285714285714284
0,Masculino,No,No,No,18,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque electronico,19.0,348.8,0.03518518518518519
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,cheque por correo,74.6,74.6,2.4866666666666664
1,Masculino,No,No,No,13,Si,Si,Fibra_optica,No,No,No,Si,Si,Si,mes a mes,Si,cheque por correo,99.0,1301.7,0.25384615384615383
1,Femenino,No,No,No,7,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,79.3,523.15,0.37761904761904763
0,Masculino,No,Si,Si,18,Si,No,Fibra_optica,No,No,No,Si,No,Si,mes a mes,Si,cheque electronico,85.6,1601.5,0.1585185185185185
0,Masculino,No,Si,Si,37,Si,No,DSL,Si,No,Si,Si,No,No,un year,Si,cheque por correo,58.75,2203.1,0.05292792792792793
1,Masculino,No,No,No,12,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,106.7,1253.9,0.2963888888888889
1,Femenino,No,No,No,43,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,mes a mes,Si,transferencia,49.05,2076.2,0.03802325581395349
0,Femenino,No,Si,No,63,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,mes a mes,Si,cheque electronico,108.75,6871.7,0.057539682539682536
0,Masculino,No,Si,Si,6,Si,No,No,No,No,No,No,No,No,dos years,Si,tarjeta de credito,20.4,107.6,0.11333333333333333
1,Masculino,Si,No,No,24,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,tarjeta de credito,102.95,2496.7,0.14298611111111112
1,Femenino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,90.4,168.2,1.5066666666666668
1,Masculino,No,Si,Si,38,Si,Si,Fibra_optica,No,Si,Si,No,Si,No,mes a mes,Si,cheque electronico,94.65,3624.3,0.08302631578947368
1,Masculino,No,Si,No,33,Si,No,Fibra_optica,No,No,Si,No,Si,Si,un year,Si,cheque electronico,95.8,3036.75,0.09676767676767677
0,Femenino,No,No,No,48,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,cheque electronico,103.85,4946.05,0.07211805555555555
0,Masculino,No,No,No,4,Si,No,Fibra_optica,No,No,Si,No,No,Si,mes a mes,No,cheque electronico,86.05,308.1,0.7170833333333333
0,Femenino,No,No,No,29,Si,Si,DSL,Si,Si,No,Si,No,No,mes a mes,No,cheque por correo,67.45,1801.1,0.07752873563218392
0,Masculino,No,No,No,27,Si,No,DSL,Si,Si,No,No,No,No,un year,No,transferencia,55.45,1477.65,0.06845679012345679
0,Masculino,No,Si,Si,65,Si,Si,DSL,No,Si,Si,Si,Si,Si,dos years,Si,transferencia,84.2,5324.5,0.04317948717948718
0,Masculino,No,No,No,31,Si,Si,Fibra_optica,No,No,No,Si,No,No,un year,No,tarjeta de credito,81.7,2548.65,0.08784946236559141
0,Femenino,No,Si,No,49,Si,Si,Fibra_optica,Si,No,No,No,Si,Si,mes a mes,Si,cheque por correo,100.85,4847.35,0.06860544217687074
0,Masculino,No,Si,Si,72,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,dos years,No,transferencia,114.45,8100.55,0.052986111111111116
0,Femenino,No,No,No,5,Si,Si,DSL,No,Si,No,No,No,Si,mes a mes,Si,cheque electronico,64.0,370.25,0.4266666666666667
0,Masculino,No,Si,No,1,Si,No,DSL,Si,No,Si,No,No,No,mes a mes,No,cheque por correo,55.7,55.7,1.8566666666666667
0,Femenino,Si,No,No,33,No,sin servicio teleonico,DSL,Si,Si,Si,No,Si,Si,mes a mes,Si,transferencia,59.45,1884.65,0.060050505050505056
0,Femenino,No,No,No,1,No,sin servicio teleonico,DSL,No,No,Si,Si,No,No,mes a mes,No,cheque por correo,35.9,35.9,1.1966666666666665
0,Femenino,No,Si,Si,65,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,26.0,1654.85,0.013333333333333334
0,Femenino,No,No,No,60,Si,Si,DSL,No,No,Si,Si,Si,Si,un year,No,tarjeta de credito,80.55,4847.05,0.04475
0,Masculino,Si,Si,No,63,Si,No,DSL,Si,Si,Si,Si,Si,Si,un year,Si,transferencia,84.0,5329.55,0.044444444444444446
1,Femenino,Si,No,No,3,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,70.4,204.7,0.7822222222222223
0,Femenino,Si,Si,No,55,Si,Si,DSL,No,No,No,No,No,No,mes a mes,No,transferencia,51.65,2838.55,0.031303030303030305
0,Masculino,No,Si,Si,68,Si,No,Fibra_optica,No,Si,Si,Si,Si,Si,un year,No,tarjeta de credito,105.75,7322.5,0.05183823529411765
0,Femenino,Si,Si,No,72,Si,Si,Fibra_optica,Si,Si,Si,Si,No,No,dos years,Si,transferencia,96.6,6827.5,0.04472222222222222
1,Femenino,No,Si,No,21,Si,Si,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,86.5,1808.7,0.1373015873015873
1,Masculino,No,No,No,5,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.75,324.6,0.465
0,Femenino,No,Si,No,37,Si,No,No,No,No,No,No,No,No,mes a mes,No,transferencia,19.5,805.2,0.01756756756756757
0,Femenino,No,No,No,29,Si,Si,DSL,No,No,No,No,Si,Si,un year,Si,tarjeta de credito,71.0,2080.1,0.08160919540229886
0,Femenino,No,Si,No,64,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,mes a mes,Si,cheque electronico,111.15,6953.4,0.057890625
0,Masculino,No,No,No,46,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,20.05,902.0,0.014528985507246378
1,Femenino,Si,No,No,7,Si,No,Fibra_optica,Si,No,No,No,No,No,mes a mes,No,transferencia,76.45,503.6,0.36404761904761906
0,Femenino,Si,No,No,23,Si,Si,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,cheque por correo,79.35,1835.3,0.11499999999999999
0,Masculino,No,Si,No,68,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,25.25,1728.2,0.012377450980392156
0,Femenino,No,Si,No,41,No,sin servicio teleonico,DSL,No,Si,No,Si,No,No,un year,No,cheque por correo,35.45,1391.65,0.028821138211382116
1,Masculino,No,Si,Si,2,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,transferencia,89.55,185.55,1.4925
0,Femenino,No,No,Si,17,Si,Si,Fibra_optica,No,Si,Si,Si,No,No,mes a mes,Si,tarjeta de credito,92.7,1556.85,0.18176470588235294
0,Masculino,No,Si,Si,55,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,19.35,1153.25,0.011727272727272729
0,Femenino,No,Si,Si,5,Si,No,DSL,Si,No,No,No,No,No,mes a mes,Si,cheque por correo,49.4,232.55,0.3293333333333333
0,Femenino,No,Si,No,68,Si,Si,DSL,Si,Si,Si,Si,No,No,dos years,No,tarjeta de credito,70.9,4911.35,0.03475490196078432
0,Masculino,Si,Si,No,7,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,75.4,533.05,0.35904761904761906
1,Femenino,No,No,No,6,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque por correo,69.25,418.4,0.38472222222222224
0,Femenino,Si,No,No,41,Si,Si,Fibra_optica,No,Si,Si,No,Si,Si,mes a mes,Si,cheque electronico,104.4,4133.95,0.08487804878048781
0,Masculino,No,No,No,2,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,No,cheque electronico,74.95,151.75,1.2491666666666668
